trade_date,symbol,name,source_id,source_name,source_type,source_version,rank,score,score_scale,horizon,suggested_action,action_label,entry_allowed,reason_summary,business_source_name,entry_date,entry_open,market_regime,market_detail,market_detail_label,default_action,water_score,reason_top3,csi1000_return_5d_pct,csi1000_return_20d_pct,all_up_ratio_1d,all_up_ratio_3d,all_up_ratio_5d,all_up_ratio_10d,all_up_ratio_20d,all_med_ret_1d,all_med_ret_3d,all_med_ret_5d,all_med_ret_10d,all_med_ret_20d,small_up_ratio_1d,small_up_ratio_3d,small_up_ratio_5d,small_up_ratio_10d,small_up_ratio_20d,small_med_ret_1d,small_med_ret_3d,small_med_ret_5d,small_med_ret_10d,small_med_ret_20d,large_up_ratio_1d,large_up_ratio_3d,large_up_ratio_5d,large_up_ratio_10d,large_up_ratio_20d,large_med_ret_1d,large_med_ret_3d,large_med_ret_5d,large_med_ret_10d,large_med_ret_20d,full_5d,days_5d,mfe_5d_pct,mae_5d_pct,close_5d_pct,pitfall_5d,pitfall_reason_5d,full_10d,days_10d,mfe_10d_pct,mae_10d_pct,close_10d_pct,pitfall_10d,pitfall_reason_10d,full_22d,days_22d,mfe_22d_pct,mae_22d_pct,close_22d_pct,pitfall_22d,pitfall_reason_22d,buyable,spark_score_bucket,rank_bucket
2026-03-03,sz002485,sz002485,spark_opportunity_selector,星火机会模型 1.0,model,1.0,3,32.684493,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构较好、L2主力净流入强、主动买入强、出货压力不高,星火机会模型,2026-03-04,5.31,defense,defense_active_decline,防守-持续下跌,暂停新开仓,25.9476,5日全市场上涨占比28.7%；5日全市场中位涨跌幅-3.4%；5日小盘上涨占比17.0%,-1.8954343376121119,-2.6655005188313763,12.8141,20.6344,28.706,32.7889,34.486,-2.8916,-4.2553,-3.4497,-3.4237,-3.1111,9.6088,11.9898,17.0068,20.6633,25.8944,-2.7975,-5.2231,-4.998,-5.4313,-4.475,18.5083,34.9448,45.8564,49.3094,46.6113,-2.5505,-1.583,-0.5749,-0.1622,-0.6165,1,5,10.3578,-7.9096,2.8249,0,,1,10,10.3578,-7.9096,-4.1431,0,,1,22,10.3578,-16.1959,-6.403,1,收盘亏5%且最大浮亏8%,1,<35,top3
2026-03-03,sz002531,sz002531,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,1,82.39,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-04,10.17,defense,defense_active_decline,防守-持续下跌,暂停新开仓,25.9476,5日全市场上涨占比28.7%；5日全市场中位涨跌幅-3.4%；5日小盘上涨占比17.0%,-1.8954343376121119,-2.6655005188313763,12.8141,20.6344,28.706,32.7889,34.486,-2.8916,-4.2553,-3.4497,-3.4237,-3.1111,9.6088,11.9898,17.0068,20.6633,25.8944,-2.7975,-5.2231,-4.998,-5.4313,-4.475,18.5083,34.9448,45.8564,49.3094,46.6113,-2.5505,-1.583,-0.5749,-0.1622,-0.6165,1,5,11.1111,-0.6883,6.883,0,,1,10,31.7601,-0.6883,15.9292,0,,1,22,31.7601,-0.6883,11.0128,0,,0,,top1
2026-03-03,sh601898,sh601898,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,2,75.63,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-04,17.0,defense,defense_active_decline,防守-持续下跌,暂停新开仓,25.9476,5日全市场上涨占比28.7%；5日全市场中位涨跌幅-3.4%；5日小盘上涨占比17.0%,-1.8954343376121119,-2.6655005188313763,12.8141,20.6344,28.706,32.7889,34.486,-2.8916,-4.2553,-3.4497,-3.4237,-3.1111,9.6088,11.9898,17.0068,20.6633,25.8944,-2.7975,-5.2231,-4.998,-5.4313,-4.475,18.5083,34.9448,45.8564,49.3094,46.6113,-2.5505,-1.583,-0.5749,-0.1622,-0.6165,1,5,12.1176,-5.1765,-1.1765,0,,1,10,16.2941,-5.1765,4.2353,0,,1,22,16.2941,-5.1765,5.3529,0,,0,,top3
2026-03-03,sh601015,sh601015,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,3,75.56,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-04,5.84,defense,defense_active_decline,防守-持续下跌,暂停新开仓,25.9476,5日全市场上涨占比28.7%；5日全市场中位涨跌幅-3.4%；5日小盘上涨占比17.0%,-1.8954343376121119,-2.6655005188313763,12.8141,20.6344,28.706,32.7889,34.486,-2.8916,-4.2553,-3.4497,-3.4237,-3.1111,9.6088,11.9898,17.0068,20.6633,25.8944,-2.7975,-5.2231,-4.998,-5.4313,-4.475,18.5083,34.9448,45.8564,49.3094,46.6113,-2.5505,-1.583,-0.5749,-0.1622,-0.6165,1,5,0.5137,-23.2877,-20.5479,1,收盘亏5%且最大浮亏8%,1,10,0.5137,-23.2877,-16.7808,1,收盘亏5%且最大浮亏8%,1,22,0.6849,-27.0548,-22.9452,1,收盘亏5%且最大浮亏8%,0,,top3
2026-03-03,sh605366,sh605366,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,4,74.09,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-04,9.75,defense,defense_active_decline,防守-持续下跌,暂停新开仓,25.9476,5日全市场上涨占比28.7%；5日全市场中位涨跌幅-3.4%；5日小盘上涨占比17.0%,-1.8954343376121119,-2.6655005188313763,12.8141,20.6344,28.706,32.7889,34.486,-2.8916,-4.2553,-3.4497,-3.4237,-3.1111,9.6088,11.9898,17.0068,20.6633,25.8944,-2.7975,-5.2231,-4.998,-5.4313,-4.475,18.5083,34.9448,45.8564,49.3094,46.6113,-2.5505,-1.583,-0.5749,-0.1622,-0.6165,1,5,12.6154,-0.7179,8.1026,0,,1,10,14.8718,-0.7179,8.9231,0,,1,22,23.0769,-10.1538,12.8205,1,最大浮亏8%,0,,top5
2026-03-03,sh600583,sh600583,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,5,73.47,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-04,8.36,defense,defense_active_decline,防守-持续下跌,暂停新开仓,25.9476,5日全市场上涨占比28.7%；5日全市场中位涨跌幅-3.4%；5日小盘上涨占比17.0%,-1.8954343376121119,-2.6655005188313763,12.8141,20.6344,28.706,32.7889,34.486,-2.8916,-4.2553,-3.4497,-3.4237,-3.1111,9.6088,11.9898,17.0068,20.6633,25.8944,-2.7975,-5.2231,-4.998,-5.4313,-4.475,18.5083,34.9448,45.8564,49.3094,46.6113,-2.5505,-1.583,-0.5749,-0.1622,-0.6165,1,5,1.9139,-15.0718,-13.8756,1,收盘亏5%且最大浮亏8%,1,10,1.9139,-17.4641,-16.0287,1,收盘亏5%且最大浮亏8%,1,22,1.9139,-24.2823,-17.3445,1,收盘亏5%且最大浮亏8%,0,,top5
2026-03-04,sh600875,sh600875,spark_opportunity_selector,星火机会模型 1.0,model,1.0,1,33.440968,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构较好、L2主力净流入强、主动买入强、出货压力不高,星火机会模型,2026-03-05,39.87,defense,defense_active_decline,防守-持续下跌,暂停新开仓,17.5298,5日全市场上涨占比20.9%；5日全市场中位涨跌幅-5.2%；5日小盘上涨占比12.2%,-3.9378121301993807,-3.431516815613478,29.325,13.4066,20.9105,29.5447,32.4953,-0.8318,-5.5346,-5.2209,-4.4271,-3.7044,28.4014,6.8027,12.2449,19.0476,28.0239,-0.7143,-6.2306,-6.2561,-5.7234,-4.1559,29.558,23.7569,33.9779,43.5083,39.834,-0.9105,-3.5778,-2.9662,-1.283,-2.1127,1,5,13.8199,-1.4046,3.0349,0,,1,10,13.8199,-6.9476,0.7524,0,,1,22,13.8199,-12.6411,-7.5495,1,收盘亏5%且最大浮亏8%,1,<35,top1
2026-03-04,sz003018,sz003018,spark_opportunity_selector,星火机会模型 1.0,model,1.0,2,32.934737,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构较好、L2主力净流入强、主动买入强、出货压力不高,星火机会模型,2026-03-05,28.61,defense,defense_active_decline,防守-持续下跌,暂停新开仓,17.5298,5日全市场上涨占比20.9%；5日全市场中位涨跌幅-5.2%；5日小盘上涨占比12.2%,-3.9378121301993807,-3.431516815613478,29.325,13.4066,20.9105,29.5447,32.4953,-0.8318,-5.5346,-5.2209,-4.4271,-3.7044,28.4014,6.8027,12.2449,19.0476,28.0239,-0.7143,-6.2306,-6.2561,-5.7234,-4.1559,29.558,23.7569,33.9779,43.5083,39.834,-0.9105,-3.5778,-2.9662,-1.283,-2.1127,1,5,0.1748,-14.7501,-4.7536,1,最大浮亏8%,1,10,6.641,-14.7501,-4.6837,1,最大浮亏8%,1,22,10.4858,-16.7774,1.8175,1,最大浮亏8%,1,<35,top3
2026-03-04,sh605289,sh605289,spark_opportunity_selector,星火机会模型 1.0,model,1.0,3,31.511792,raw,22d,watch,观察,0,22日冲高机会分靠前，L2主力净流入强、主动买入强,星火机会模型,2026-03-05,133.0,defense,defense_active_decline,防守-持续下跌,暂停新开仓,17.5298,5日全市场上涨占比20.9%；5日全市场中位涨跌幅-5.2%；5日小盘上涨占比12.2%,-3.9378121301993807,-3.431516815613478,29.325,13.4066,20.9105,29.5447,32.4953,-0.8318,-5.5346,-5.2209,-4.4271,-3.7044,28.4014,6.8027,12.2449,19.0476,28.0239,-0.7143,-6.2306,-6.2561,-5.7234,-4.1559,29.558,23.7569,33.9779,43.5083,39.834,-0.9105,-3.5778,-2.9662,-1.283,-2.1127,1,5,4.7895,-8.2707,2.3308,1,最大浮亏8%,1,10,7.5188,-8.2707,-2.9248,1,最大浮亏8%,1,22,7.5188,-29.5564,-22.7895,1,收盘亏5%且最大浮亏8%,0,<35,top3
2026-03-04,sz002531,sz002531,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,1,72.93,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-05,10.62,defense,defense_active_decline,防守-持续下跌,暂停新开仓,17.5298,5日全市场上涨占比20.9%；5日全市场中位涨跌幅-5.2%；5日小盘上涨占比12.2%,-3.9378121301993807,-3.431516815613478,29.325,13.4066,20.9105,29.5447,32.4953,-0.8318,-5.5346,-5.2209,-4.4271,-3.7044,28.4014,6.8027,12.2449,19.0476,28.0239,-0.7143,-6.2306,-6.2561,-5.7234,-4.1559,29.558,23.7569,33.9779,43.5083,39.834,-0.9105,-3.5778,-2.9662,-1.283,-2.1127,1,5,6.403,-4.8964,4.049,0,,1,10,26.177,-4.8964,9.4162,0,,1,22,26.177,-4.8964,3.484,0,,0,,top1
2026-03-04,sh600236,sh600236,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,2,72.69,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-05,11.08,defense,defense_active_decline,防守-持续下跌,暂停新开仓,17.5298,5日全市场上涨占比20.9%；5日全市场中位涨跌幅-5.2%；5日小盘上涨占比12.2%,-3.9378121301993807,-3.431516815613478,29.325,13.4066,20.9105,29.5447,32.4953,-0.8318,-5.5346,-5.2209,-4.4271,-3.7044,28.4014,6.8027,12.2449,19.0476,28.0239,-0.7143,-6.2306,-6.2561,-5.7234,-4.1559,29.558,23.7569,33.9779,43.5083,39.834,-0.9105,-3.5778,-2.9662,-1.283,-2.1127,1,5,7.7617,-11.5523,-10.3791,1,收盘亏5%且最大浮亏8%,1,10,7.7617,-16.426,-15.6137,1,收盘亏5%且最大浮亏8%,1,22,7.7617,-19.3141,-15.5235,1,收盘亏5%且最大浮亏8%,0,,top3
2026-03-04,sh600681,sh600681,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,3,72.53,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-05,4.53,defense,defense_active_decline,防守-持续下跌,暂停新开仓,17.5298,5日全市场上涨占比20.9%；5日全市场中位涨跌幅-5.2%；5日小盘上涨占比12.2%,-3.9378121301993807,-3.431516815613478,29.325,13.4066,20.9105,29.5447,32.4953,-0.8318,-5.5346,-5.2209,-4.4271,-3.7044,28.4014,6.8027,12.2449,19.0476,28.0239,-0.7143,-6.2306,-6.2561,-5.7234,-4.1559,29.558,23.7569,33.9779,43.5083,39.834,-0.9105,-3.5778,-2.9662,-1.283,-2.1127,1,5,5.9603,-6.181,-3.0905,0,,1,10,5.9603,-6.4018,-4.6358,0,,1,22,17.8808,-9.2715,-9.2715,1,收盘亏5%且最大浮亏8%,0,,top3
2026-03-05,sh600482,sh600482,spark_opportunity_selector,星火机会模型 1.0,model,1.0,1,39.409586,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，突破结构较好、L2主力净流入强、主动买入强、出货压力不高,星火机会模型,2026-03-06,35.8,defense,defense_active_decline,防守-持续下跌,暂停新开仓,21.5986,5日全市场上涨占比21.8%；5日全市场中位涨跌幅-4.0%；5日小盘上涨占比13.9%,-3.762952547631615,-2.7223811136887655,72.5589,16.7661,21.7582,34.2857,37.5432,0.8811,-2.5992,-4.0385,-2.6521,-2.6076,78.2313,14.1156,13.8605,25.4252,34.9233,1.0924,-2.3599,-4.782,-3.4018,-2.9512,64.9171,21.547,34.9448,45.442,42.6796,0.5163,-2.9478,-2.3147,-0.6331,-1.6426,1,5,9.6648,-4.7207,-3.4078,0,,1,10,9.6648,-14.8603,-13.9106,1,收盘亏5%且最大浮亏8%,1,22,9.6648,-18.7151,-9.3575,1,收盘亏5%且最大浮亏8%,1,35-40,top1
2026-03-05,sz000890,sz000890,spark_opportunity_selector,星火机会模型 1.0,model,1.0,2,35.376188,raw,22d,watch,观察,0,22日冲高机会分靠前，突破结构较好、出货压力不高,星火机会模型,2026-03-06,9.15,defense,defense_active_decline,防守-持续下跌,暂停新开仓,21.5986,5日全市场上涨占比21.8%；5日全市场中位涨跌幅-4.0%；5日小盘上涨占比13.9%,-3.762952547631615,-2.7223811136887655,72.5589,16.7661,21.7582,34.2857,37.5432,0.8811,-2.5992,-4.0385,-2.6521,-2.6076,78.2313,14.1156,13.8605,25.4252,34.9233,1.0924,-2.3599,-4.782,-3.4018,-2.9512,64.9171,21.547,34.9448,45.442,42.6796,0.5163,-2.9478,-2.3147,-0.6331,-1.6426,1,5,10.1639,-7.8689,10.1639,0,,1,10,55.9563,-7.8689,53.0055,0,,1,22,92.459,-7.8689,92.459,0,,0,35-40,top3
2026-03-05,sz002008,sz002008,spark_opportunity_selector,星火机会模型 1.0,model,1.0,3,35.258591,raw,22d,candidate_buy,明日可买,1,22日冲高机会分靠前，L2主力净流入强、主动买入强、热点主题前排、出货压力不高,星火机会模型,2026-03-06,71.4,defense,defense_active_decline,防守-持续下跌,暂停新开仓,21.5986,5日全市场上涨占比21.8%；5日全市场中位涨跌幅-4.0%；5日小盘上涨占比13.9%,-3.762952547631615,-2.7223811136887655,72.5589,16.7661,21.7582,34.2857,37.5432,0.8811,-2.5992,-4.0385,-2.6521,-2.6076,78.2313,14.1156,13.8605,25.4252,34.9233,1.0924,-2.3599,-4.782,-3.4018,-2.9512,64.9171,21.547,34.9448,45.442,42.6796,0.5163,-2.9478,-2.3147,-0.6331,-1.6426,1,5,5.1261,-9.944,-0.9104,1,最大浮亏8%,1,10,5.1261,-12.493,-11.7647,1,收盘亏5%且最大浮亏8%,1,22,5.1261,-17.0868,-9.8599,1,收盘亏5%且最大浮亏8%,1,35-40,top3
2026-03-05,sz002380,sz002380,trend_continuation_callback,趋势中继高质量回踩,rule_strategy,S02-current-candidate-20260427,1,78.2,raw,swing,watch,观察中,0,进入趋势中继观察池；等待严格回踩和真承接确认,趋势延续策略,2026-03-06,36.55,defense,defense_active_decline,防守-持续下跌,暂停新开仓,21.5986,5日全市场上涨占比21.8%；5日全市场中位涨跌幅-4.0%；5日小盘上涨占比13.9%,-3.762952547631615,-2.7223811136887655,72.5589,16.7661,21.7582,34.2857,37.5432,0.8811,-2.5992,-4.0385,-2.6521,-2.6076,78.2313,14.1156,13.8605,25.4252,34.9233,1.0924,-2.3599,-4.782,-3.4018,-2.9512,64.9171,21.547,34.9448,45.442,42.6796,0.5163,-2.9478,-2.3147,-0.6331,-1.6426,1,5,17.6471,-1.2312,9.3844,0,,1,10,17.6471,-4.6785,-3.7209,0,,1,22,17.6471,-17.7565,-17.4555,1,收盘亏5%且最大浮亏8%,0,,top1
